accno,delref,store_name,rep_code,rep_name,health_score,tier_code,tier_label,tier_emoji,freq_3m,freq_6m,freq_12m,freq_score,visits_6m,visits_per_month,days_since_purchase,cadence_score,n_cats_all,n_cats_12m,cats_12m,basket_score,sku_depth_score,sku_depth_detail,trend_slope_pct,trend_score,is_recovery
KN024,KN024/7,Navisha Investments Pty Ltd,NP,Nikhil Panchal,35.5,dormant,Dead / Dormant,🔴,0.0,0.17,0.17,4.2,4,0.67,179,13.3,7,7,"Enamel, General, PVA Paints, Primers, Putty, Waterproofing, Woodcare",63.6,39.3,Primers:10.0%; Enamel:4.4%; Waterproofing:21.1%; Woodcare:8.0%; Putty:12.5%; General:12.5%; PVA Paints:0.3%,0.0,50.0,False
KC053,KC053,Choice Build Hardware Siloam,AP,Amit Patel,35.5,at_risk,At-Risk,🟠,0.67,0.33,0.17,8.2,1,0.17,43,8.3,8,8,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",72.7,69.2,PVA Paints:3.9%; Enamel:4.4%; Primers:7.5%; Putty:37.5%; General:4.2%; Accessories:15.2%; QD Enamel:5.8%; Woodcare:60.0%,-16.7,0.0,False
KM094,KM094,Al-Kauthar Inv TA Mas HW,AP,Amit Patel,35.3,at_risk,At-Risk,🟠,0.33,0.17,0.25,4.2,2,0.33,85,16.7,9,6,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, Waterproofing",65.5,30.6,PVA Paints:4.5%; Enamel:10.9%; Primers:5.0%; Waterproofing:21.1%; Floor & Roof Paints:1.4%; Accessories:3.0%,0.0,50.0,False
KK031,KK031,Kazi Hardware & Tool,BV,Bhadresh Vallabh,35.3,at_risk,At-Risk,🟠,0.33,0.17,0.42,4.2,0,0.0,65,0.0,8,7,"Accessories, Enamel, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",67.3,43.8,PVA Paints:10.0%; Enamel:4.9%; Primers:7.5%; Woodcare:24.0%; Accessories:6.1%; QD Enamel:5.8%; Waterproofing:18.4%,0.0,50.0,False
KB094,KB094,Builders Den Pty Ltd,AC,Aboo Cassim,35.3,at_risk,At-Risk,🟠,0.33,0.33,0.58,8.2,5,0.83,79,41.7,7,6,"Accessories, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",58.2,63.3,Woodcare:60.0%; QD Enamel:3.8%; Primers:5.0%; Accessories:15.2%; Waterproofing:2.6%; Specialised Coatings:8.3%,-67.38,0.0,False
KK040,KK040,Kareena Traders,BV,Bhadresh Vallabh,35.0,dormant,Dead / Dormant,🔴,0.0,0.33,0.17,8.2,2,0.33,100,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,55.9,PVA Paints:5.5%; Enamel:12.0%; Floor & Roof Paints:18.9%; Primers:5.0%; Waterproofing:21.1%; Woodcare:28.0%; General:8.3%; Accessories:18.2%; QD Enamel:8.7%,-68.19,0.0,False
KL011,KL011/1,GIGAS SUPERMARKET,BV,Bhadresh Vallabh,34.7,dormant,Dead / Dormant,🔴,0.0,0.17,0.25,4.2,5,0.83,162,21.7,7,6,"Accessories, Enamel, General, Primers, QD Enamel, Waterproofing",58.2,36.5,Enamel:6.6%; General:25.0%; Accessories:3.0%; QD Enamel:1.9%; Primers:2.5%; Waterproofing:15.8%,0.0,50.0,False
KF018,KF018/5,Fairplay Hardware Kwamhlanga,BV,Bhadresh Vallabh,34.7,dormant,Dead / Dormant,🔴,0.0,0.33,0.17,8.2,0,0.0,113,0.0,5,5,"Accessories, Enamel, Primers, QD Enamel, Waterproofing",45.5,26.7,Primers:5.0%; Enamel:6.0%; Waterproofing:18.4%; QD Enamel:1.0%; Accessories:3.0%,14.93,100.0,False
KM037,KM037,Maphalle Hardware,BV,Bhadresh Vallabh,34.3,dormant,Dead / Dormant,🔴,0.0,0.17,0.42,4.2,2,0.33,162,0.0,7,5,"Accessories, Enamel, Putty, QD Enamel, Woodcare",52.7,66.5,Enamel:7.7%; Woodcare:24.0%; Putty:37.5%; Accessories:9.1%; QD Enamel:4.8%,0.0,50.0,False
KB115,KB115,Build Africa Hardware,BM,Byron Minnie,34.3,at_risk,At-Risk,🟠,2.67,1.34,0.67,33.5,0,0.0,24,0.0,6,6,"Enamel, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",54.5,63.8,Woodcare:40.0%; Enamel:7.7%; QD Enamel:5.8%; Specialised Coatings:33.3%; PVA Paints:3.9%; Primers:5.0%,-64.75,0.0,False
KA113,KA113,Alex Hardware Devon,NP,Nikhil Panchal,34.2,at_risk,At-Risk,🟠,0.67,0.5,0.33,12.5,2,0.33,22,16.7,6,6,"Enamel, General, Primers, Putty, QD Enamel, Woodcare",54.5,81.8,Enamel:14.8%; Primers:15.0%; Woodcare:28.0%; QD Enamel:8.7%; Putty:50.0%; General:6.2%,-77.73,0.0,False
KP005,KP005/3,Patel (Nkomazi Imp. & Exp. CC),BV,Bhadresh Vallabh,34.2,dormant,Dead / Dormant,🔴,0.0,0.33,0.25,8.2,23,3.83,161,80.0,1,1,Woodcare,9.1,16.0,Woodcare:4.0%,189.86,100.0,False
KS005,KS005,Skeerpoort Handelhuis,BV,Bhadresh Vallabh,34.1,dormant,Dead / Dormant,🔴,0.0,0.33,0.83,8.2,5,0.83,177,21.7,5,3,"Enamel, Putty, QD Enamel",34.5,73.2,QD Enamel:3.8%; Enamel:1.1%; Putty:50.0%,0.0,50.0,False
KS131,KS131,Strong Build,AP,Amit Patel,33.7,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,44,0.0,7,7,"Accessories, Enamel, General, PVA Paints, Primers, Putty, Woodcare",63.6,40.7,PVA Paints:3.6%; Enamel:4.9%; Primers:5.0%; Woodcare:4.0%; Putty:37.5%; General:4.2%; Accessories:12.1%,0.0,50.0,False
KP059,KP059,Prime Build,AC,Aboo Cassim,33.6,at_risk,At-Risk,🟠,1.0,0.5,0.5,12.5,3,0.5,45,25.0,3,3,"Accessories, Enamel, General",27.3,23.9,Enamel:8.7%; General:6.2%; Accessories:3.0%,83.34,100.0,False
KW013,KW013,Wood Corner Pty Ltd,BV,Bhadresh Vallabh,33.3,at_risk,At-Risk,🟠,0.33,0.5,0.5,12.5,3,0.5,67,25.0,8,7,"Accessories, Enamel, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",67.3,41.3,PVA Paints:0.3%; Primers:10.0%; Woodcare:48.0%; Specialised Coatings:8.3%; QD Enamel:1.0%; Enamel:1.6%; Accessories:3.0%,-37.75,0.0,False
KM013,KM013,Moollas Hardware & Furniture,NP,Nikhil Panchal,33.3,at_risk,At-Risk,🟠,1.34,0.84,1.0,21.0,4,0.67,3,33.3,9,5,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel",60.0,34.0,Enamel:24.6%; PVA Paints:6.1%; QD Enamel:2.9%; Primers:7.5%; Floor & Roof Paints:1.4%,-41.91,0.0,False
KP013,KP013,Patels Hardware,BV,Bhadresh Vallabh,32.2,at_risk,At-Risk,🟠,0.33,0.17,0.5,4.2,3,0.5,37,25.0,6,5,"Accessories, Floor & Roof Paints, General, PVA Paints, Putty",49.1,34.5,PVA Paints:5.5%; Putty:25.0%; Accessories:9.1%; Floor & Roof Paints:1.4%; General:2.1%,0.0,50.0,False
KM027,KM027/6,POWER BUILD,AC,Aboo Cassim,32.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.25,0.0,29,4.83,239,80.0,4,3,"Enamel, General, Putty",30.9,73.1,Enamel:13.1%; Putty:37.5%; General:4.2%,,0.0,False
KM027,KM027/3,Randfontein Hardware,AC,Aboo Cassim,32.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.33,0.0,29,4.83,212,80.0,5,5,"Enamel, Floor & Roof Paints, General, Primers, Putty",45.5,43.0,Enamel:20.2%; Primers:5.0%; Putty:25.0%; Floor & Roof Paints:1.4%; General:2.1%,,0.0,False
KL006,KL006,LCS Wholesalers (Kanye) P L,NP,Nikhil Panchal,31.8,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,2,0.33,155,0.0,7,5,"Primers, Putty, QD Enamel, Waterproofing, Woodcare",52.7,49.4,Primers:2.5%; Waterproofing:10.5%; Woodcare:20.0%; Putty:25.0%; QD Enamel:3.8%,0.0,50.0,False
KN024,KN024/3,Navisha Investments Pty Ltd,NP,Nikhil Panchal,31.7,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,4,0.67,179,13.3,6,6,"Enamel, General, PVA Paints, Putty, Waterproofing, Woodcare",54.5,32.1,PVA Paints:0.6%; Enamel:1.1%; Waterproofing:5.3%; Woodcare:12.0%; Putty:25.0%; General:4.2%,0.0,50.0,False
KM105,KM105,Monyakeng Hardware,AP,Amit Patel,31.7,dormant,Dead / Dormant,🔴,0.0,0.17,0.33,4.2,3,0.5,120,5.0,7,7,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Waterproofing",63.6,22.0,PVA Paints:2.6%; Floor & Roof Paints:4.1%; Enamel:9.8%; Primers:5.0%; Waterproofing:5.3%; QD Enamel:8.7%; Accessories:3.0%,0.0,50.0,False
KF032,KF032,Alex Hardware,NP,Nikhil Panchal,31.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.42,0.0,3,0.5,234,5.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,23.1,Enamel:4.9%; Floor & Roof Paints:10.8%; Woodcare:12.0%; General:2.1%; PVA Paints:1.0%; QD Enamel:3.8%; Primers:5.0%; Waterproofing:2.6%; Putty:12.5%; Accessories:3.0%,,0.0,True
KR003,KR003,Ammo Distributors (PTY) LTD,NP,Nikhil Panchal,31.3,dormant,Dead / Dormant,🔴,0.0,0.33,0.33,8.2,5,0.83,101,21.7,9,6,"Enamel, General, PVA Paints, Primers, QD Enamel, Woodcare",65.5,42.1,PVA Paints:0.3%; Primers:7.5%; Enamel:8.2%; Woodcare:32.0%; General:10.4%; QD Enamel:4.8%,-57.68,0.0,True
KF009,KF009,Fairplay Store,BV,Bhadresh Vallabh,31.1,at_risk,At-Risk,🟠,1.0,1.0,1.08,25.0,5,0.83,9,41.7,5,5,"Accessories, Enamel, Primers, QD Enamel, Waterproofing",45.5,33.3,Enamel:13.1%; Waterproofing:21.1%; QD Enamel:1.9%; Accessories:3.0%; Primers:2.5%,-10.35,0.0,False
KC008,KC008,C G Industrial Equipment P L,NP,Nikhil Panchal,31.1,at_risk,At-Risk,🟠,0.67,0.84,1.0,21.0,5,0.83,28,41.7,4,4,"Accessories, Enamel, QD Enamel, Specialised Coatings",36.4,41.7,Enamel:13.1%; QD Enamel:5.8%; Specialised Coatings:16.7%; Accessories:6.1%,-6.72,16.4,True
KV007,KV007,Vendaland H W & Furniture,AP,Amit Patel,31.1,at_risk,At-Risk,🟠,0.33,0.17,0.58,4.2,2,0.33,74,16.7,5,5,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Woodcare",45.5,42.8,PVA Paints:1.3%; Floor & Roof Paints:1.4%; Woodcare:36.0%; Accessories:12.1%; Enamel:2.7%,0.0,50.0,False
KU009,KU009,Unibiz Exports Trading,AC,Aboo Cassim,30.8,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,6,1.0,102,30.0,1,1,Woodcare,9.1,100.0,Woodcare:28.0%,0.0,50.0,False
KP061,KP061,Paint Mart Moe (Benoni),AC,Aboo Cassim,30.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.5,0.0,6,1.0,193,30.0,6,6,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers",54.5,65.7,PVA Paints:10.4%; Enamel:14.8%; Floor & Roof Paints:23.0%; Primers:5.0%; Accessories:18.2%; General:27.1%,,0.0,False
KM164,KM164,Mas Hardware,AP,Amit Patel,30.3,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,1,0.17,116,0.0,7,7,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Woodcare",63.6,17.5,PVA Paints:1.9%; Enamel:6.6%; Primers:5.0%; Woodcare:8.0%; General:4.2%; Accessories:3.0%; QD Enamel:1.9%,0.0,50.0,False
KN022,KN022,M H I Hardware (Nkambako H/W,BV,Bhadresh Vallabh,30.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.42,0.0,3,0.5,309,5.0,8,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",72.7,50.5,PVA Paints:1.6%; Primers:12.5%; Enamel:8.2%; Woodcare:48.0%; Accessories:9.1%; QD Enamel:11.5%; Waterproofing:7.9%; General:2.1%,,0.0,False
KN010,KN010,Northam Hardware,BV,Bhadresh Vallabh,30.0,dormant,Dead / Dormant,🔴,0.0,0.17,0.5,4.2,4,0.67,123,13.3,7,4,"Accessories, PVA Paints, QD Enamel, Waterproofing",47.3,34.8,PVA Paints:0.6%; Waterproofing:21.1%; Accessories:12.1%; QD Enamel:1.0%,0.0,50.0,False
KS127,KS127/2,Prestige Auto Paint,AC,Aboo Cassim,30.0,at_risk,At-Risk,🟠,0.67,0.5,0.5,12.5,18,3.0,32,100.0,2,2,"Enamel, PVA Paints",18.2,42.6,PVA Paints:4.9%; Enamel:16.4%,-76.89,0.0,False
KT014,KT014,Timber City,AC,Aboo Cassim,29.7,at_risk,At-Risk,🟠,0.67,0.33,0.25,8.2,0,0.0,28,0.0,2,2,"Accessories, QD Enamel",18.2,48.0,Accessories:18.2%; QD Enamel:5.8%,28.35,100.0,False
KX003,KX003,Exclusive Paint & Hardware,BV,Bhadresh Vallabh,29.6,dormant,Dead / Dormant,🔴,0.0,0.33,0.67,8.2,6,1.0,144,30.0,5,5,"Enamel, Floor & Roof Paints, General, PVA Paints, Woodcare",45.5,12.8,Enamel:2.2%; Floor & Roof Paints:1.4%; PVA Paints:2.3%; General:2.1%; Woodcare:8.0%,0.0,50.0,True
KD062,KD062,Deanans Auto Paints,AC,Aboo Cassim,29.5,dormant,Dead / Dormant,🔴,0.0,0.67,0.83,16.8,5,0.83,151,21.7,2,2,"Accessories, PVA Paints",18.2,10.6,PVA Paints:2.3%; Accessories:3.0%,128.76,100.0,False
KU005,KU005,Candyland General Trading,AP,Amit Patel,29.0,dormant,Dead / Dormant,🔴,0.0,0.5,0.58,12.5,2,0.33,102,0.0,9,6,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel",65.5,41.3,Enamel:23.5%; PVA Paints:5.5%; Floor & Roof Paints:13.5%; QD Enamel:11.5%; Primers:5.0%; Accessories:3.0%,-58.67,0.0,True
KH048,KH048,Hardware City,AC,Aboo Cassim,29.0,at_risk,At-Risk,🟠,0.67,0.67,1.0,16.8,0,0.0,11,0.0,6,4,"Enamel, Floor & Roof Paints, PVA Paints, Woodcare",43.6,78.1,Woodcare:68.0%; Enamel:4.4%; Floor & Roof Paints:5.4%; PVA Paints:0.3%,-18.15,0.0,False
KB075,KB075,Burgersfort Wood Centre,AP,Amit Patel,29.0,dormant,Dead / Dormant,🔴,0.0,0.17,0.17,4.2,5,0.83,169,21.7,7,5,"PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",52.7,8.9,PVA Paints:1.0%; Primers:2.5%; Woodcare:4.0%; QD Enamel:1.0%; Waterproofing:2.6%,0.0,50.0,False
KM163,KM163,Maxi Hardware,BV,Bhadresh Vallabh,28.9,at_risk,At-Risk,🟠,0.67,0.5,0.33,12.5,4,0.67,7,33.3,6,6,"Enamel, General, PVA Paints, Primers, QD Enamel, Woodcare",54.5,29.8,PVA Paints:4.9%; Enamel:7.1%; Primers:2.5%; Woodcare:16.0%; General:10.4%; QD Enamel:3.8%,-27.43,0.0,True
KZ011,KZ011,Z Build Khubvi,AP,Amit Patel,28.8,dormant,Dead / Dormant,🔴,0.0,0.33,0.5,8.2,0,0.0,99,0.0,8,7,"Accessories, Enamel, General, PVA Paints, Putty, QD Enamel, Waterproofing",67.3,43.8,PVA Paints:2.3%; Enamel:7.1%; Putty:37.5%; Accessories:12.1%; Waterproofing:10.5%; QD Enamel:2.9%; General:4.2%,-33.18,0.0,True
KM091,KM091,Malebeswa Investment (Pty) Ltd,NP,Nikhil Panchal,28.5,dormant,Dead / Dormant,🔴,0.0,0.33,0.17,8.2,2,0.33,122,0.0,8,8,"Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",72.7,30.9,PVA Paints:1.0%; Primers:2.5%; Enamel:5.5%; Waterproofing:15.8%; Woodcare:8.0%; Putty:12.5%; QD Enamel:1.9%; General:14.6%,-125.18,0.0,True
KJ039,KJ039,Jabula HW,NP,Nikhil Panchal,28.4,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,2,0.33,70,16.7,5,5,"Accessories, Enamel, PVA Paints, QD Enamel, Waterproofing",45.5,24.8,Enamel:9.8%; Waterproofing:7.9%; PVA Paints:2.6%; QD Enamel:7.7%; Accessories:3.0%,0.0,50.0,True
KN022,KN022/1,M H I Hardware (Nkambako H/W),BV,Bhadresh Vallabh,28.2,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,3,0.5,357,5.0,9,8,"Accessories, Enamel, Floor & Roof Paints, General, Primers, QD Enamel, Waterproofing, Woodcare",76.4,30.2,Enamel:2.2%; Floor & Roof Paints:6.8%; Primers:5.0%; Waterproofing:13.2%; Woodcare:20.0%; General:4.2%; QD Enamel:2.9%; Accessories:6.1%,,0.0,True
KM027,KM027/15,Chief Steel & Hardware,BV,Bhadresh Vallabh,28.1,at_risk,At-Risk,🟠,0.33,0.33,0.33,8.2,29,4.83,87,100.0,2,2,"Enamel, PVA Paints",18.2,37.2,PVA Paints:5.5%; Enamel:13.1%,-74.35,0.0,True
KN024,KN024/10,Navisha Investments Pty Ltd Oo,NP,Nikhil Panchal,28.1,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,4,0.67,123,13.3,5,5,"Enamel, PVA Paints, Primers, Putty, Woodcare",45.5,26.3,PVA Paints:0.3%; Primers:2.5%; Enamel:1.1%; Woodcare:4.0%; Putty:25.0%,0.0,50.0,True
KB085,KB085,Best Build Hardware,AC,Aboo Cassim,28.1,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,3,0.5,365,5.0,6,6,"Accessories, Floor & Roof Paints, General, PVA Paints, Waterproofing, Woodcare",54.5,73.1,PVA Paints:4.9%; Floor & Roof Paints:5.4%; Waterproofing:21.1%; Woodcare:68.0%; General:4.2%; Accessories:6.1%,,0.0,False
KB022,KB022,Bethani Hardware,BV,Bhadresh Vallabh,27.9,at_risk,At-Risk,🟠,0.33,0.33,0.42,8.2,1,0.17,30,8.3,4,2,"PVA Paints, QD Enamel",25.5,12.8,PVA Paints:1.6%; QD Enamel:4.8%,103.07,100.0,True
KM076,KM076,Moosas Supermarket,AP,Amit Patel,27.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,5,0.83,197,21.7,7,6,"Enamel, Floor & Roof Paints, General, PVA Paints, Putty, Woodcare",58.2,47.9,PVA Paints:1.3%; Enamel:8.7%; Floor & Roof Paints:4.1%; Woodcare:16.0%; General:4.2%; Putty:37.5%,,0.0,True
KU006,KU006,U Save Glass and Hardware,AP,Amit Patel,27.7,at_risk,At-Risk,🟠,0.33,0.5,0.42,12.5,1,0.17,25,8.3,7,4,"Accessories, General, PVA Paints, Putty",47.3,61.1,PVA Paints:3.9%; Putty:50.0%; General:4.2%; Accessories:3.0%,-33.28,0.0,True
KF033,KF033,241 Fairview,BM,Byron Minnie,27.7,at_risk,At-Risk,🟠,0.33,0.17,2.0,4.2,0,0.0,22,0.0,6,6,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, Woodcare",54.5,18.4,Floor & Roof Paints:2.7%; Primers:10.0%; PVA Paints:1.3%; Accessories:9.1%; Enamel:0.5%; Woodcare:4.0%,0.0,50.0,False
KA106,KA106,Afia PTY (LTD) t/a,NP,Nikhil Panchal,27.5,dormant,Dead / Dormant,🔴,0.0,0.33,0.17,8.2,0,0.0,94,0.0,8,7,"Accessories, Enamel, Floor & Roof Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",67.3,35.4,Enamel:2.2%; Floor & Roof Paints:10.8%; Primers:5.0%; Specialised Coatings:8.3%; Accessories:6.1%; QD Enamel:13.5%; Woodcare:16.0%,-31.97,0.0,True
KM031,KM031,Mica Hardware - Purple Rain,NP,Nikhil Panchal,27.0,narrow,Active but Narrow,🟡,1.34,1.34,1.25,33.5,5,0.83,8,41.7,3,2,"Enamel, PVA Paints",21.8,39.0,Enamel:16.9%; PVA Paints:2.6%,-45.24,0.0,True
KF018,KF018/3,Fairplay Hardware Jane Furse,BV,Bhadresh Vallabh,27.0,at_risk,At-Risk,🟠,1.34,1.17,1.5,29.2,0,0.0,1,0.0,5,5,"Accessories, Enamel, Primers, QD Enamel, Waterproofing",45.5,40.6,Enamel:14.8%; Waterproofing:21.1%; QD Enamel:1.9%; Accessories:3.0%; Primers:10.0%,-24.57,0.0,True
KF018,KF018/1,Fairplay Hardware Lebowakgomo,BV,Bhadresh Vallabh,25.9,at_risk,At-Risk,🟠,1.0,1.0,1.17,25.0,0,0.0,31,0.0,5,5,"Accessories, Enamel, Primers, QD Enamel, Waterproofing",45.5,40.2,Enamel:14.2%; Waterproofing:21.1%; QD Enamel:1.9%; Accessories:3.0%; Primers:10.0%,-15.49,0.0,True
KR045,KR045,Rohaan Hardware,BV,Bhadresh Vallabh,25.9,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,37,0.0,4,4,"Enamel, PVA Paints, QD Enamel, Woodcare",36.4,42.8,PVA Paints:2.9%; Enamel:7.1%; Woodcare:28.0%; QD Enamel:4.8%,0.0,50.0,True
KM027,KM027/13,Chief Steel & HW,BV,Bhadresh Vallabh,25.6,dormant,Dead / Dormant,🔴,0.0,0.0,0.25,0.0,29,4.83,204,80.0,3,3,"Enamel, Primers, Woodcare",27.3,36.1,Enamel:12.6%; Primers:2.5%; Woodcare:12.0%,,0.0,True
KA116,KA116,Allandale Trading CC,BM,Byron Minnie,25.5,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,0,0.0,53,0.0,4,4,"PVA Paints, Primers, QD Enamel, Woodcare",36.4,40.4,PVA Paints:1.0%; Primers:17.5%; Woodcare:20.0%; QD Enamel:1.9%,0.0,50.0,False
KB114,KB114,Builderstown Hyper (PTY) LTD,AP,Amit Patel,24.9,at_risk,At-Risk,🟠,0.67,0.33,0.17,8.2,0,0.0,11,0.0,6,6,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel",54.5,43.3,PVA Paints:18.1%; Enamel:1.6%; Floor & Roof Paints:8.1%; Primers:5.0%; General:6.2%; QD Enamel:26.0%,-144.71,0.0,True
KF030,KF030,Fairplay Hardware (Mabopane),BV,Bhadresh Vallabh,24.6,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,0,0.0,113,0.0,5,4,"Accessories, Enamel, Primers, Waterproofing",40.0,27.2,Primers:2.5%; Enamel:3.3%; Waterproofing:18.4%; Accessories:3.0%,0.0,50.0,True
KA103,KA103,Al Madinah Hardware,AC,Aboo Cassim,24.2,dormant,Dead / Dormant,🔴,0.0,0.5,0.42,12.5,0,0.0,99,0.0,7,5,"Enamel, Floor & Roof Paints, Primers, QD Enamel, Specialised Coatings",52.7,35.1,Enamel:7.7%; Primers:5.0%; Specialised Coatings:16.7%; Floor & Roof Paints:6.8%; QD Enamel:7.7%,-11.67,0.0,False
KP053,KP053/2,Paint Mart (Benoni),AC,Aboo Cassim,23.9,dormant,Dead / Dormant,🔴,0.0,0.0,0.58,0.0,3,0.5,273,5.0,7,5,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers",52.7,49.0,PVA Paints:10.0%; Enamel:15.3%; Floor & Roof Paints:18.9%; Accessories:12.1%; Primers:5.0%,,0.0,False
KF018,KF018,Fairplay Hardware Bochum,BV,Bhadresh Vallabh,23.8,at_risk,At-Risk,🟠,0.33,0.67,0.75,16.8,0,0.0,30,0.0,5,5,"Accessories, Enamel, Primers, QD Enamel, Waterproofing",45.5,39.6,Enamel:13.7%; Waterproofing:18.4%; QD Enamel:1.9%; Accessories:3.0%; Primers:12.5%,-10.55,0.0,True
KM141,KM141,Memel Hardware,AP,Amit Patel,23.7,at_risk,At-Risk,🟠,0.33,0.17,0.17,4.2,0,0.0,25,0.0,3,3,"General, PVA Paints, Putty",27.3,46.1,PVA Paints:1.3%; Putty:25.0%; General:8.3%,0.0,50.0,True
KT027,KT027,Totalbuild,AC,Aboo Cassim,23.5,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,0,0.0,252,0.0,7,6,"Accessories, Enamel, General, PVA Paints, Waterproofing, Woodcare",58.2,40.3,PVA Paints:2.6%; Enamel:4.4%; Woodcare:32.0%; Waterproofing:13.2%; General:2.1%; Accessories:6.1%,,0.0,True
KR041,KR041,Raza Auto Spares,BV,Bhadresh Vallabh,23.4,at_risk,At-Risk,🟠,0.33,0.33,0.33,8.2,0,0.0,11,0.0,1,1,Accessories,9.1,24.4,Accessories:6.1%,20.29,100.0,True
KP053,KP053/3,Paint Mart (Vereeniging),AC,Aboo Cassim,23.3,dormant,Dead / Dormant,🔴,0.0,0.0,0.42,0.0,3,0.5,287,5.0,7,5,"Enamel, Floor & Roof Paints, General, PVA Paints, Putty",52.7,45.1,PVA Paints:18.8%; Floor & Roof Paints:20.3%; General:2.1%; Enamel:2.7%; Putty:12.5%,,0.0,True
KM096,KM096,Mykatrade 510 (Pty) Ltd,AP,Amit Patel,22.7,dormant,Dead / Dormant,🔴,0.0,0.0,0.17,0.0,4,0.67,213,13.3,8,5,"Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel",56.4,25.3,PVA Paints:5.8%; Enamel:10.4%; Floor & Roof Paints:8.1%; Primers:2.5%; QD Enamel:4.8%,,0.0,True
KK036,KK036,Khotawala Hardware,NP,Nikhil Panchal,22.2,dormant,Dead / Dormant,🔴,0.0,0.33,0.17,8.2,0,0.0,102,0.0,6,5,"Accessories, Enamel, General, Primers, Woodcare",49.1,36.0,Enamel:10.9%; Primers:5.0%; Woodcare:24.0%; Accessories:3.0%; General:2.1%,-36.3,0.0,True
KT035,KT035,Totalbuild (Vosloorus),AC,Aboo Cassim,22.0,dormant,Dead / Dormant,🔴,0.0,0.0,0.08,0.0,0,0.0,317,0.0,6,6,"Accessories, Enamel, General, PVA Paints, Waterproofing, Woodcare",54.5,37.9,PVA Paints:1.3%; Enamel:2.7%; Waterproofing:10.5%; Woodcare:32.0%; General:4.2%; Accessories:6.1%,,0.0,True
KT014,KT014/1,MOTALAS HARDWARE,AC,Aboo Cassim,21.9,at_risk,At-Risk,🟠,0.67,0.5,0.5,12.5,0,0.0,35,0.0,4,4,"Accessories, General, Putty, QD Enamel",36.4,52.3,Accessories:15.2%; General:8.3%; QD Enamel:3.8%; Putty:25.0%,-50.31,0.0,True
KP060,KP060,Pepper Tree Lane Body Corporat,BM,Byron Minnie,21.7,at_risk,At-Risk,🟠,0.67,0.5,0.42,12.5,0,0.0,3,0.0,5,5,"Accessories, Primers, QD Enamel, Specialised Coatings, Waterproofing",45.5,32.8,Specialised Coatings:16.7%; Primers:2.5%; Accessories:18.2%; Waterproofing:2.6%; QD Enamel:1.0%,-58.67,0.0,False
